item_name,category,mrp,discount,selling_price,quantity,date
Tropicana Juice 1L,Beverages,120,30,90,149,4/13/2025
Pepsi 2.25L,Beverages,99,0,99,111,4/13/2025
Cadbury Dairy Milk,Confectionery,40,10,30,166,4/13/2025
Aashirvaad Atta 5kg,Staples,320,10,310,121,4/14/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,104,4/14/2025
India Gate Rice 5kg,Staples,420,5,415,183,4/14/2025
Amul Milk 1L,Dairy,62,5,57,146,4/14/2025
Amul Butter 500g,Dairy,275,30,245,155,4/14/2025
Tata Tea Gold 500g,Beverages,265,20,245,78,4/14/2025
Nescafe Coffee 200g,Beverages,240,30,210,132,4/14/2025
Parle-G Biscuits,Snacks,10,5,5,72,4/14/2025
Maggi Noodles Pack,Instant Food,56,20,36,110,4/14/2025
Surf Excel 2kg,Home Care,420,20,400,167,4/14/2025
Ariel Liquid 1L,Home Care,395,15,380,118,4/14/2025
Lux Soap Pack,Personal Care,160,30,130,94,4/14/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,192,4/14/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,178,4/14/2025
Harpic Toilet Cleaner,Home Care,190,20,170,47,4/14/2025
Good Day Biscuits,Snacks,30,0,30,167,4/14/2025
Britannia Bread,Bakery,45,5,40,156,4/14/2025
Tropicana Juice 1L,Beverages,120,0,120,125,4/14/2025
Pepsi 2.25L,Beverages,99,20,79,29,4/14/2025
Cadbury Dairy Milk,Confectionery,40,30,10,172,4/14/2025
Aashirvaad Atta 5kg,Staples,320,10,310,169,4/15/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,175,4/15/2025
India Gate Rice 5kg,Staples,420,15,405,189,4/15/2025
Amul Milk 1L,Dairy,62,15,47,69,4/15/2025
Amul Butter 500g,Dairy,275,30,245,199,4/15/2025
Tata Tea Gold 500g,Beverages,265,30,235,173,4/15/2025
Nescafe Coffee 200g,Beverages,240,0,240,94,4/15/2025
Parle-G Biscuits,Snacks,10,10,0,131,4/15/2025
Maggi Noodles Pack,Instant Food,56,10,46,100,4/15/2025
Surf Excel 2kg,Home Care,420,5,415,153,4/15/2025
Ariel Liquid 1L,Home Care,395,10,385,24,4/15/2025
Lux Soap Pack,Personal Care,160,10,150,114,4/15/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,167,4/15/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,121,4/15/2025
Harpic Toilet Cleaner,Home Care,190,30,160,188,4/15/2025
Good Day Biscuits,Snacks,30,30,0,133,4/15/2025
Britannia Bread,Bakery,45,30,15,41,4/15/2025
Tropicana Juice 1L,Beverages,120,5,115,163,4/15/2025
Pepsi 2.25L,Beverages,99,0,99,125,4/15/2025
Cadbury Dairy Milk,Confectionery,40,0,40,198,4/15/2025
Aashirvaad Atta 5kg,Staples,320,0,320,197,4/16/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,149,4/16/2025
India Gate Rice 5kg,Staples,420,0,420,45,4/16/2025
Amul Milk 1L,Dairy,62,20,42,145,4/16/2025
Amul Butter 500g,Dairy,275,15,260,170,4/16/2025
Tata Tea Gold 500g,Beverages,265,5,260,177,4/16/2025
Nescafe Coffee 200g,Beverages,240,15,225,173,4/16/2025
Parle-G Biscuits,Snacks,10,5,5,106,4/16/2025
Maggi Noodles Pack,Instant Food,56,30,26,138,4/16/2025
Surf Excel 2kg,Home Care,420,0,420,140,4/16/2025
Ariel Liquid 1L,Home Care,395,5,390,84,4/16/2025
Lux Soap Pack,Personal Care,160,15,145,82,4/16/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,23,4/16/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,30,4/16/2025
Harpic Toilet Cleaner,Home Care,190,30,160,12,4/16/2025
Good Day Biscuits,Snacks,30,0,30,69,4/16/2025
Britannia Bread,Bakery,45,15,30,80,4/16/2025
Tropicana Juice 1L,Beverages,120,0,120,182,4/16/2025
Pepsi 2.25L,Beverages,99,30,69,112,4/16/2025
Cadbury Dairy Milk,Confectionery,40,5,35,20,4/16/2025
Aashirvaad Atta 5kg,Staples,320,15,305,53,4/17/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,155,4/17/2025
India Gate Rice 5kg,Staples,420,5,415,120,4/17/2025
Amul Milk 1L,Dairy,62,5,57,149,4/17/2025
Amul Butter 500g,Dairy,275,0,275,134,4/17/2025
Tata Tea Gold 500g,Beverages,265,10,255,20,4/17/2025
Nescafe Coffee 200g,Beverages,240,30,210,62,4/17/2025
Parle-G Biscuits,Snacks,10,0,10,11,4/17/2025
Maggi Noodles Pack,Instant Food,56,15,41,162,4/17/2025
Surf Excel 2kg,Home Care,420,0,420,34,4/17/2025
Ariel Liquid 1L,Home Care,395,30,365,67,4/17/2025
Lux Soap Pack,Personal Care,160,30,130,106,4/17/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,178,4/17/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,192,4/17/2025
Harpic Toilet Cleaner,Home Care,190,15,175,37,4/17/2025
Good Day Biscuits,Snacks,30,5,25,167,4/17/2025
Britannia Bread,Bakery,45,30,15,196,4/17/2025
Tropicana Juice 1L,Beverages,120,30,90,196,4/17/2025
Pepsi 2.25L,Beverages,99,10,89,61,4/17/2025
Cadbury Dairy Milk,Confectionery,40,0,40,162,4/17/2025
Aashirvaad Atta 5kg,Staples,320,15,305,128,4/18/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,147,4/18/2025
India Gate Rice 5kg,Staples,420,15,405,159,4/18/2025
Amul Milk 1L,Dairy,62,30,32,86,4/18/2025
Amul Butter 500g,Dairy,275,20,255,180,4/18/2025
Tata Tea Gold 500g,Beverages,265,20,245,12,4/18/2025
Nescafe Coffee 200g,Beverages,240,10,230,15,4/18/2025
Parle-G Biscuits,Snacks,10,15,-5,116,4/18/2025
Maggi Noodles Pack,Instant Food,56,20,36,21,4/18/2025
Surf Excel 2kg,Home Care,420,20,400,177,4/18/2025
Ariel Liquid 1L,Home Care,395,30,365,31,4/18/2025
Lux Soap Pack,Personal Care,160,15,145,62,4/18/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,97,4/18/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,180,4/18/2025
Harpic Toilet Cleaner,Home Care,190,15,175,177,4/18/2025
Good Day Biscuits,Snacks,30,0,30,55,4/18/2025
Britannia Bread,Bakery,45,15,30,74,4/18/2025
Tropicana Juice 1L,Beverages,120,10,110,34,4/18/2025
Pepsi 2.25L,Beverages,99,5,94,47,4/18/2025
Cadbury Dairy Milk,Confectionery,40,15,25,20,4/18/2025
Aashirvaad Atta 5kg,Staples,320,10,310,29,4/19/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,93,4/19/2025
India Gate Rice 5kg,Staples,420,0,420,85,4/19/2025
Amul Milk 1L,Dairy,62,20,42,35,4/19/2025
Amul Butter 500g,Dairy,275,10,265,157,4/19/2025
Tata Tea Gold 500g,Beverages,265,30,235,79,4/19/2025
Nescafe Coffee 200g,Beverages,240,5,235,48,4/19/2025
Parle-G Biscuits,Snacks,10,0,10,17,4/19/2025
Maggi Noodles Pack,Instant Food,56,20,36,104,4/19/2025
Surf Excel 2kg,Home Care,420,10,410,55,4/19/2025
Ariel Liquid 1L,Home Care,395,30,365,137,4/19/2025
Lux Soap Pack,Personal Care,160,10,150,83,4/19/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,141,4/19/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,105,4/19/2025
Harpic Toilet Cleaner,Home Care,190,15,175,54,4/19/2025
Good Day Biscuits,Snacks,30,5,25,141,4/19/2025
Britannia Bread,Bakery,45,10,35,168,4/19/2025
Tropicana Juice 1L,Beverages,120,20,100,63,4/19/2025
Pepsi 2.25L,Beverages,99,20,79,119,4/19/2025
Cadbury Dairy Milk,Confectionery,40,30,10,102,4/19/2025
Aashirvaad Atta 5kg,Staples,320,20,300,12,4/20/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,185,4/20/2025
India Gate Rice 5kg,Staples,420,10,410,71,4/20/2025
Amul Milk 1L,Dairy,62,0,62,92,4/20/2025
Amul Butter 500g,Dairy,275,30,245,165,4/20/2025
Tata Tea Gold 500g,Beverages,265,30,235,33,4/20/2025
Nescafe Coffee 200g,Beverages,240,30,210,24,4/20/2025
Parle-G Biscuits,Snacks,10,15,-5,168,4/20/2025
Maggi Noodles Pack,Instant Food,56,15,41,46,4/20/2025
Surf Excel 2kg,Home Care,420,20,400,114,4/20/2025
Ariel Liquid 1L,Home Care,395,0,395,106,4/20/2025
Lux Soap Pack,Personal Care,160,0,160,10,4/20/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,145,4/20/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,69,4/20/2025
Harpic Toilet Cleaner,Home Care,190,10,180,28,4/20/2025
Good Day Biscuits,Snacks,30,30,0,35,4/20/2025
Britannia Bread,Bakery,45,30,15,97,4/20/2025
Tropicana Juice 1L,Beverages,120,5,115,92,4/20/2025
Pepsi 2.25L,Beverages,99,5,94,73,4/20/2025
Cadbury Dairy Milk,Confectionery,40,5,35,17,4/20/2025
Aashirvaad Atta 5kg,Staples,320,15,305,14,4/21/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,147,4/21/2025
India Gate Rice 5kg,Staples,420,30,390,154,4/21/2025
Amul Milk 1L,Dairy,62,10,52,35,4/21/2025
Amul Butter 500g,Dairy,275,30,245,137,4/21/2025
Tata Tea Gold 500g,Beverages,265,10,255,72,4/21/2025
Nescafe Coffee 200g,Beverages,240,10,230,102,4/21/2025
Parle-G Biscuits,Snacks,10,30,-20,168,4/21/2025
Maggi Noodles Pack,Instant Food,56,10,46,51,4/21/2025
Surf Excel 2kg,Home Care,420,30,390,192,4/21/2025
Ariel Liquid 1L,Home Care,395,20,375,42,4/21/2025
Lux Soap Pack,Personal Care,160,10,150,58,4/21/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,133,4/21/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,32,4/21/2025
Harpic Toilet Cleaner,Home Care,190,5,185,180,4/21/2025
Good Day Biscuits,Snacks,30,0,30,126,4/21/2025
Britannia Bread,Bakery,45,10,35,55,4/21/2025
Tropicana Juice 1L,Beverages,120,0,120,171,4/21/2025
Pepsi 2.25L,Beverages,99,30,69,181,4/21/2025
Cadbury Dairy Milk,Confectionery,40,0,40,149,4/21/2025
Aashirvaad Atta 5kg,Staples,320,30,290,108,4/22/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,198,4/22/2025
India Gate Rice 5kg,Staples,420,30,390,119,4/22/2025
Amul Milk 1L,Dairy,62,20,42,147,4/22/2025
Amul Butter 500g,Dairy,275,15,260,183,4/22/2025
Tata Tea Gold 500g,Beverages,265,20,245,194,4/22/2025
Nescafe Coffee 200g,Beverages,240,10,230,49,4/22/2025
Parle-G Biscuits,Snacks,10,0,10,160,4/22/2025
Maggi Noodles Pack,Instant Food,56,15,41,35,4/22/2025
Surf Excel 2kg,Home Care,420,20,400,182,4/22/2025
Ariel Liquid 1L,Home Care,395,10,385,135,4/22/2025
Lux Soap Pack,Personal Care,160,10,150,103,4/22/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,88,4/22/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,187,4/22/2025
Harpic Toilet Cleaner,Home Care,190,5,185,36,4/22/2025
Good Day Biscuits,Snacks,30,5,25,78,4/22/2025
Britannia Bread,Bakery,45,20,25,20,4/22/2025
Tropicana Juice 1L,Beverages,120,30,90,99,4/22/2025
Pepsi 2.25L,Beverages,99,5,94,59,4/22/2025
Cadbury Dairy Milk,Confectionery,40,30,10,24,4/22/2025
Aashirvaad Atta 5kg,Staples,320,0,320,161,4/23/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,180,4/23/2025
India Gate Rice 5kg,Staples,420,0,420,172,4/23/2025
Amul Milk 1L,Dairy,62,0,62,28,4/23/2025
Amul Butter 500g,Dairy,275,30,245,27,4/23/2025
Tata Tea Gold 500g,Beverages,265,0,265,140,4/23/2025
Nescafe Coffee 200g,Beverages,240,30,210,144,4/23/2025
Parle-G Biscuits,Snacks,10,20,-10,124,4/23/2025
Maggi Noodles Pack,Instant Food,56,20,36,33,4/23/2025
Surf Excel 2kg,Home Care,420,20,400,44,4/23/2025
Ariel Liquid 1L,Home Care,395,15,380,189,4/23/2025
Lux Soap Pack,Personal Care,160,15,145,29,4/23/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,32,4/23/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,70,4/23/2025
Harpic Toilet Cleaner,Home Care,190,10,180,187,4/23/2025
Good Day Biscuits,Snacks,30,5,25,142,4/23/2025
Britannia Bread,Bakery,45,5,40,49,4/23/2025
Tropicana Juice 1L,Beverages,120,5,115,96,4/23/2025
Pepsi 2.25L,Beverages,99,10,89,23,4/23/2025
Cadbury Dairy Milk,Confectionery,40,0,40,30,4/23/2025
Aashirvaad Atta 5kg,Staples,320,30,290,46,4/24/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,103,4/24/2025
India Gate Rice 5kg,Staples,420,10,410,121,4/24/2025
Amul Milk 1L,Dairy,62,5,57,123,4/24/2025
Amul Butter 500g,Dairy,275,15,260,127,4/24/2025
Tata Tea Gold 500g,Beverages,265,30,235,122,4/24/2025
Nescafe Coffee 200g,Beverages,240,5,235,154,4/24/2025
Parle-G Biscuits,Snacks,10,10,0,25,4/24/2025
Maggi Noodles Pack,Instant Food,56,15,41,28,4/24/2025
Surf Excel 2kg,Home Care,420,15,405,28,4/24/2025
Ariel Liquid 1L,Home Care,395,20,375,177,4/24/2025
Lux Soap Pack,Personal Care,160,30,130,147,4/24/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,88,4/24/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,66,4/24/2025
Harpic Toilet Cleaner,Home Care,190,15,175,161,4/24/2025
Good Day Biscuits,Snacks,30,20,10,83,4/24/2025
Britannia Bread,Bakery,45,30,15,154,4/24/2025
Tropicana Juice 1L,Beverages,120,5,115,116,4/24/2025
Pepsi 2.25L,Beverages,99,10,89,69,4/24/2025
Cadbury Dairy Milk,Confectionery,40,15,25,32,4/24/2025
Aashirvaad Atta 5kg,Staples,320,10,310,74,4/25/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,20,4/25/2025
India Gate Rice 5kg,Staples,420,30,390,163,4/25/2025
Amul Milk 1L,Dairy,62,15,47,137,4/25/2025
Amul Butter 500g,Dairy,275,30,245,163,4/25/2025
Tata Tea Gold 500g,Beverages,265,20,245,17,4/25/2025
Nescafe Coffee 200g,Beverages,240,30,210,61,4/25/2025
Parle-G Biscuits,Snacks,10,5,5,103,4/25/2025
Maggi Noodles Pack,Instant Food,56,0,56,17,4/25/2025
Surf Excel 2kg,Home Care,420,15,405,132,4/25/2025
Ariel Liquid 1L,Home Care,395,5,390,52,4/25/2025
Lux Soap Pack,Personal Care,160,15,145,51,4/25/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,63,4/25/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,55,4/25/2025
Harpic Toilet Cleaner,Home Care,190,5,185,11,4/25/2025
Good Day Biscuits,Snacks,30,5,25,155,4/25/2025
Britannia Bread,Bakery,45,10,35,17,4/25/2025
Tropicana Juice 1L,Beverages,120,5,115,156,4/25/2025
Pepsi 2.25L,Beverages,99,20,79,71,4/25/2025
Cadbury Dairy Milk,Confectionery,40,0,40,169,4/25/2025
Aashirvaad Atta 5kg,Staples,320,0,320,22,4/26/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,72,4/26/2025
India Gate Rice 5kg,Staples,420,30,390,175,4/26/2025
Amul Milk 1L,Dairy,62,0,62,119,4/26/2025
Amul Butter 500g,Dairy,275,20,255,102,4/26/2025
Tata Tea Gold 500g,Beverages,265,10,255,112,4/26/2025
Nescafe Coffee 200g,Beverages,240,5,235,162,4/26/2025
Parle-G Biscuits,Snacks,10,30,-20,164,4/26/2025
Maggi Noodles Pack,Instant Food,56,0,56,174,4/26/2025
Surf Excel 2kg,Home Care,420,5,415,141,4/26/2025
Ariel Liquid 1L,Home Care,395,0,395,25,4/26/2025
Lux Soap Pack,Personal Care,160,10,150,77,4/26/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,183,4/26/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,102,4/26/2025
Harpic Toilet Cleaner,Home Care,190,15,175,160,4/26/2025
Good Day Biscuits,Snacks,30,5,25,18,4/26/2025
Britannia Bread,Bakery,45,15,30,194,4/26/2025
Tropicana Juice 1L,Beverages,120,30,90,184,4/26/2025
Pepsi 2.25L,Beverages,99,10,89,71,4/26/2025
Cadbury Dairy Milk,Confectionery,40,0,40,60,4/26/2025
Aashirvaad Atta 5kg,Staples,320,0,320,199,4/27/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,111,4/27/2025
India Gate Rice 5kg,Staples,420,30,390,73,4/27/2025
Amul Milk 1L,Dairy,62,20,42,165,4/27/2025
Amul Butter 500g,Dairy,275,20,255,36,4/27/2025
Tata Tea Gold 500g,Beverages,265,10,255,54,4/27/2025
Nescafe Coffee 200g,Beverages,240,10,230,17,4/27/2025
Parle-G Biscuits,Snacks,10,15,-5,13,4/27/2025
Maggi Noodles Pack,Instant Food,56,15,41,135,4/27/2025
Surf Excel 2kg,Home Care,420,0,420,92,4/27/2025
Ariel Liquid 1L,Home Care,395,20,375,95,4/27/2025
Lux Soap Pack,Personal Care,160,10,150,10,4/27/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,140,4/27/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,104,4/27/2025
Harpic Toilet Cleaner,Home Care,190,5,185,180,4/27/2025
Good Day Biscuits,Snacks,30,10,20,185,4/27/2025
Britannia Bread,Bakery,45,0,45,78,4/27/2025
Tropicana Juice 1L,Beverages,120,15,105,45,4/27/2025
Pepsi 2.25L,Beverages,99,5,94,121,4/27/2025
Cadbury Dairy Milk,Confectionery,40,0,40,151,4/27/2025
Aashirvaad Atta 5kg,Staples,320,10,310,103,4/28/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,122,4/28/2025
India Gate Rice 5kg,Staples,420,5,415,183,4/28/2025
Amul Milk 1L,Dairy,62,15,47,13,4/28/2025
Amul Butter 500g,Dairy,275,30,245,121,4/28/2025
Tata Tea Gold 500g,Beverages,265,0,265,154,4/28/2025
Nescafe Coffee 200g,Beverages,240,15,225,66,4/28/2025
Parle-G Biscuits,Snacks,10,0,10,110,4/28/2025
Maggi Noodles Pack,Instant Food,56,0,56,78,4/28/2025
Surf Excel 2kg,Home Care,420,0,420,87,4/28/2025
Ariel Liquid 1L,Home Care,395,0,395,29,4/28/2025
Lux Soap Pack,Personal Care,160,0,160,184,4/28/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,42,4/28/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,172,4/28/2025
Harpic Toilet Cleaner,Home Care,190,5,185,197,4/28/2025
Good Day Biscuits,Snacks,30,20,10,124,4/28/2025
Britannia Bread,Bakery,45,0,45,14,4/28/2025
Tropicana Juice 1L,Beverages,120,15,105,109,4/28/2025
Pepsi 2.25L,Beverages,99,0,99,189,4/28/2025
Cadbury Dairy Milk,Confectionery,40,30,10,86,4/28/2025
Aashirvaad Atta 5kg,Staples,320,30,290,31,4/29/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,62,4/29/2025
India Gate Rice 5kg,Staples,420,30,390,74,4/29/2025
Amul Milk 1L,Dairy,62,0,62,88,4/29/2025
Amul Butter 500g,Dairy,275,20,255,97,4/29/2025
Tata Tea Gold 500g,Beverages,265,0,265,109,4/29/2025
Nescafe Coffee 200g,Beverages,240,5,235,41,4/29/2025
Parle-G Biscuits,Snacks,10,5,5,26,4/29/2025
Maggi Noodles Pack,Instant Food,56,20,36,90,4/29/2025
Surf Excel 2kg,Home Care,420,30,390,132,4/29/2025
Ariel Liquid 1L,Home Care,395,10,385,119,4/29/2025
Lux Soap Pack,Personal Care,160,0,160,140,4/29/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,124,4/29/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,148,4/29/2025
Harpic Toilet Cleaner,Home Care,190,15,175,129,4/29/2025
Good Day Biscuits,Snacks,30,30,0,14,4/29/2025
Britannia Bread,Bakery,45,30,15,113,4/29/2025
Tropicana Juice 1L,Beverages,120,30,90,47,4/29/2025
Pepsi 2.25L,Beverages,99,5,94,69,4/29/2025
Cadbury Dairy Milk,Confectionery,40,15,25,57,4/29/2025
Aashirvaad Atta 5kg,Staples,320,10,310,108,4/30/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,186,4/30/2025
India Gate Rice 5kg,Staples,420,10,410,125,4/30/2025
Amul Milk 1L,Dairy,62,0,62,126,4/30/2025
Amul Butter 500g,Dairy,275,0,275,72,4/30/2025
Tata Tea Gold 500g,Beverages,265,0,265,58,4/30/2025
Nescafe Coffee 200g,Beverages,240,5,235,89,4/30/2025
Parle-G Biscuits,Snacks,10,5,5,198,4/30/2025
Maggi Noodles Pack,Instant Food,56,15,41,43,4/30/2025
Surf Excel 2kg,Home Care,420,20,400,153,4/30/2025
Ariel Liquid 1L,Home Care,395,0,395,55,4/30/2025
Lux Soap Pack,Personal Care,160,0,160,162,4/30/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,81,4/30/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,57,4/30/2025
Harpic Toilet Cleaner,Home Care,190,20,170,60,4/30/2025
Good Day Biscuits,Snacks,30,5,25,88,4/30/2025
Britannia Bread,Bakery,45,30,15,116,4/30/2025
Tropicana Juice 1L,Beverages,120,5,115,115,4/30/2025
Pepsi 2.25L,Beverages,99,5,94,132,4/30/2025
Cadbury Dairy Milk,Confectionery,40,15,25,72,4/30/2025
Aashirvaad Atta 5kg,Staples,320,10,310,133,5/1/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,120,5/1/2025
India Gate Rice 5kg,Staples,420,5,415,53,5/1/2025
Amul Milk 1L,Dairy,62,5,57,112,5/1/2025
Amul Butter 500g,Dairy,275,5,270,118,5/1/2025
Tata Tea Gold 500g,Beverages,265,0,265,120,5/1/2025
Nescafe Coffee 200g,Beverages,240,15,225,156,5/1/2025
Parle-G Biscuits,Snacks,10,10,0,156,5/1/2025
Maggi Noodles Pack,Instant Food,56,0,56,18,5/1/2025
Surf Excel 2kg,Home Care,420,20,400,121,5/1/2025
Ariel Liquid 1L,Home Care,395,5,390,129,5/1/2025
Lux Soap Pack,Personal Care,160,20,140,183,5/1/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,43,5/1/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,142,5/1/2025
Harpic Toilet Cleaner,Home Care,190,0,190,83,5/1/2025
Good Day Biscuits,Snacks,30,10,20,161,5/1/2025
Britannia Bread,Bakery,45,20,25,25,5/1/2025
Tropicana Juice 1L,Beverages,120,10,110,83,5/1/2025
Pepsi 2.25L,Beverages,99,10,89,172,5/1/2025
Cadbury Dairy Milk,Confectionery,40,10,30,194,5/1/2025
Aashirvaad Atta 5kg,Staples,320,20,300,39,5/2/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,147,5/2/2025
India Gate Rice 5kg,Staples,420,20,400,21,5/2/2025
Amul Milk 1L,Dairy,62,30,32,71,5/2/2025
Amul Butter 500g,Dairy,275,15,260,37,5/2/2025
Tata Tea Gold 500g,Beverages,265,20,245,83,5/2/2025
Nescafe Coffee 200g,Beverages,240,30,210,138,5/2/2025
Parle-G Biscuits,Snacks,10,20,-10,92,5/2/2025
Maggi Noodles Pack,Instant Food,56,10,46,104,5/2/2025
Surf Excel 2kg,Home Care,420,20,400,29,5/2/2025
Ariel Liquid 1L,Home Care,395,0,395,105,5/2/2025
Lux Soap Pack,Personal Care,160,15,145,183,5/2/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,183,5/2/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,171,5/2/2025
Harpic Toilet Cleaner,Home Care,190,0,190,142,5/2/2025
Good Day Biscuits,Snacks,30,15,15,165,5/2/2025
Britannia Bread,Bakery,45,30,15,49,5/2/2025
Tropicana Juice 1L,Beverages,120,15,105,181,5/2/2025
Pepsi 2.25L,Beverages,99,15,84,173,5/2/2025
Cadbury Dairy Milk,Confectionery,40,15,25,83,5/2/2025
Aashirvaad Atta 5kg,Staples,320,5,315,128,5/3/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,196,5/3/2025
India Gate Rice 5kg,Staples,420,20,400,51,5/3/2025
Amul Milk 1L,Dairy,62,0,62,157,5/3/2025
Amul Butter 500g,Dairy,275,0,275,127,5/3/2025
Tata Tea Gold 500g,Beverages,265,0,265,168,5/3/2025
Nescafe Coffee 200g,Beverages,240,10,230,195,5/3/2025
Parle-G Biscuits,Snacks,10,0,10,171,5/3/2025
Maggi Noodles Pack,Instant Food,56,15,41,129,5/3/2025
Surf Excel 2kg,Home Care,420,30,390,67,5/3/2025
Ariel Liquid 1L,Home Care,395,20,375,106,5/3/2025
Lux Soap Pack,Personal Care,160,15,145,29,5/3/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,60,5/3/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,94,5/3/2025
Harpic Toilet Cleaner,Home Care,190,20,170,61,5/3/2025
Good Day Biscuits,Snacks,30,0,30,53,5/3/2025
Britannia Bread,Bakery,45,5,40,67,5/3/2025
Tropicana Juice 1L,Beverages,120,15,105,191,5/3/2025
Pepsi 2.25L,Beverages,99,0,99,94,5/3/2025
Cadbury Dairy Milk,Confectionery,40,20,20,49,5/3/2025
Aashirvaad Atta 5kg,Staples,320,15,305,148,5/4/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,29,5/4/2025
India Gate Rice 5kg,Staples,420,5,415,193,5/4/2025
Amul Milk 1L,Dairy,62,5,57,70,5/4/2025
Amul Butter 500g,Dairy,275,0,275,103,5/4/2025
Tata Tea Gold 500g,Beverages,265,10,255,10,5/4/2025
Nescafe Coffee 200g,Beverages,240,5,235,196,5/4/2025
Parle-G Biscuits,Snacks,10,10,0,99,5/4/2025
Maggi Noodles Pack,Instant Food,56,0,56,99,5/4/2025
Surf Excel 2kg,Home Care,420,30,390,96,5/4/2025
Ariel Liquid 1L,Home Care,395,0,395,54,5/4/2025
Lux Soap Pack,Personal Care,160,15,145,173,5/4/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,65,5/4/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,15,5/4/2025
Harpic Toilet Cleaner,Home Care,190,15,175,59,5/4/2025
Good Day Biscuits,Snacks,30,30,0,15,5/4/2025
Britannia Bread,Bakery,45,5,40,67,5/4/2025
Tropicana Juice 1L,Beverages,120,0,120,28,5/4/2025
Pepsi 2.25L,Beverages,99,5,94,55,5/4/2025
Cadbury Dairy Milk,Confectionery,40,5,35,183,5/4/2025
Aashirvaad Atta 5kg,Staples,320,20,300,127,5/5/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,71,5/5/2025
India Gate Rice 5kg,Staples,420,0,420,121,5/5/2025
Amul Milk 1L,Dairy,62,30,32,168,5/5/2025
Amul Butter 500g,Dairy,275,15,260,187,5/5/2025
Tata Tea Gold 500g,Beverages,265,15,250,34,5/5/2025
Nescafe Coffee 200g,Beverages,240,30,210,28,5/5/2025
